Vehículo;Etiqueta;Matrícula;Tipo Vehículo;Tipo Servicio;Nivel Emisión ;Marca;Accesible;Operador;Modelo;Zona;Concesión;Calificación ;(Columna M agregada con propósitos meramente pedagógicos)
457005;Z45-7005;WCL675;BUS (80);URBANO;EURO V;BLUEBIRD;NO;ESTE ES MI BUS TINTAL ZONA FRANCA;2014;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,07;
457006;Z45-7006;WCL680;BUS (80);URBANO;EURO V;BLUEBIRD;NO;ESTE ES MI BUS TINTAL ZONA FRANCA;2014;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,12;
457007;Z45-7007;WCL674;BUS (80);URBANO;EURO V;BLUEBIRD;NO;ESTE ES MI BUS TINTAL ZONA FRANCA;2014;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,16;
457008;Z45-7008;WDD339;BUS (80);URBANO;EURO V;BLUEBIRD;NO;ESTE ES MI BUS TINTAL ZONA FRANCA;2014;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,26;
457009;Z45-7009;WDD340;BUS (80);URBANO;EURO V;BLUEBIRD;NO;ESTE ES MI BUS TINTAL ZONA FRANCA;2014;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,88;
457010;Z45-7010;WDD341;BUS (80);URBANO;EURO V;BLUEBIRD;NO;ESTE ES MI BUS TINTAL ZONA FRANCA;2014;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;5,82;
457011;Z45-7011;WDD361;BUS (80);URBANO;EURO V;BLUEBIRD;NO;ESTE ES MI BUS TINTAL ZONA FRANCA;2014;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;5,66;
457012;Z45-7012;WDD343;BUS (80);URBANO;EURO V;BLUEBIRD;NO;ESTE ES MI BUS TINTAL ZONA FRANCA;2014;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,37;
457013;Z45-7013;WDD344;BUS (80);URBANO;EURO V;BLUEBIRD;NO;ESTE ES MI BUS TINTAL ZONA FRANCA;2014;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,34;
457014;Z45-7014;WDD345;BUS (80);URBANO;EURO V;BLUEBIRD;NO;ESTE ES MI BUS TINTAL ZONA FRANCA;2014;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;5,53;
457015;Z45-7015;WDD346;BUS (80);URBANO;EURO V;BLUEBIRD;NO;ESTE ES MI BUS TINTAL ZONA FRANCA;2014;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;5,93;
457016;Z45-7016;WDD347;BUS (80);URBANO;EURO V;BLUEBIRD;NO;ESTE ES MI BUS TINTAL ZONA FRANCA;2014;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,49;
457017;Z45-7017;WDD348;BUS (80);URBANO;EURO V;BLUEBIRD;NO;ESTE ES MI BUS TINTAL ZONA FRANCA;2014;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,06;
457018;Z45-7018;WDD349;BUS (80);URBANO;EURO V;BLUEBIRD;NO;ESTE ES MI BUS TINTAL ZONA FRANCA;2014;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,63;
457019;Z45-7019;WDD350;BUS (80);URBANO;EURO V;BLUEBIRD;NO;ESTE ES MI BUS TINTAL ZONA FRANCA;2014;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,74;
457020;Z45-7020;WDD351;BUS (80);URBANO;EURO V;BLUEBIRD;NO;ESTE ES MI BUS TINTAL ZONA FRANCA;2014;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;5,94;
457021;Z45-7021;WDD352;BUS (80);URBANO;EURO V;BLUEBIRD;NO;ESTE ES MI BUS TINTAL ZONA FRANCA;2014;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,56;
457022;Z45-7022;WDD353;BUS (80);URBANO;EURO V;BLUEBIRD;NO;ESTE ES MI BUS TINTAL ZONA FRANCA;2014;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,57;
457023;Z45-7023;WDD354;BUS (80);URBANO;EURO V;BLUEBIRD;NO;ESTE ES MI BUS TINTAL ZONA FRANCA;2014;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,11;
457024;Z45-7024;WDD355;BUS (80);URBANO;EURO V;BLUEBIRD;NO;ESTE ES MI BUS TINTAL ZONA FRANCA;2014;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,89;
457025;Z45-7025;WDD356;BUS (80);URBANO;EURO V;BLUEBIRD;NO;ESTE ES MI BUS TINTAL ZONA FRANCA;2014;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,62;
457026;Z45-7026;WDD357;BUS (80);URBANO;EURO V;BLUEBIRD;NO;ESTE ES MI BUS TINTAL ZONA FRANCA;2014;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;5,67;
457027;Z45-7027;WDD358;BUS (80);URBANO;EURO V;BLUEBIRD;NO;ESTE ES MI BUS TINTAL ZONA FRANCA;2014;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;5,61;
457028;Z45-7028;WDD359;BUS (80);URBANO;EURO V;BLUEBIRD;NO;ESTE ES MI BUS TINTAL ZONA FRANCA;2014;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;5,58;
457029;Z45-7029;WDD360;BUS (80);URBANO;EURO V;BLUEBIRD;NO;ESTE ES MI BUS TINTAL ZONA FRANCA;2014;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;5,47;
457031;Z45-7031;WDE925;BUS (80);URBANO;EURO V;BLUEBIRD;NO;ESTE ES MI BUS TINTAL ZONA FRANCA;2014;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,50;
457032;Z45-7032;WLU670;BUS (80);URBANO;EURO V;BLUEBIRD;NO;ESTE ES MI BUS TINTAL ZONA FRANCA;2015;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,59;
457033;Z45-7033;WLU677;BUS (80);URBANO;EURO V;BLUEBIRD;ELEVADOR;ESTE ES MI BUS TINTAL ZONA FRANCA;2015;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;7,12;
457034;Z45-7034;WLU692;BUS (80);URBANO;EURO V;BLUEBIRD;ELEVADOR;ESTE ES MI BUS TINTAL ZONA FRANCA;2015;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,03;
457035;Z45-7035;WLU698;BUS (80);URBANO;EURO V;BLUEBIRD;ELEVADOR;ESTE ES MI BUS TINTAL ZONA FRANCA;2015;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,39;
457036;Z45-7036;WLU694;BUS (80);URBANO;EURO V;BLUEBIRD;ELEVADOR;ESTE ES MI BUS TINTAL ZONA FRANCA;2015;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;7,05;
457037;Z45-7037;WLU672;BUS (80);URBANO;EURO V;BLUEBIRD;ELEVADOR;ESTE ES MI BUS TINTAL ZONA FRANCA;2015;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;5,90;
457038;Z45-7038;WLU682;BUS (80);URBANO;EURO V;BLUEBIRD;ELEVADOR;ESTE ES MI BUS TINTAL ZONA FRANCA;2015;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,43;
457039;Z45-7039;WLU663;BUS (80);URBANO;EURO V;BLUEBIRD;ELEVADOR;ESTE ES MI BUS TINTAL ZONA FRANCA;2015;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,67;
457040;Z45-7040;WLU693;BUS (80);URBANO;EURO V;BLUEBIRD;ELEVADOR;ESTE ES MI BUS TINTAL ZONA FRANCA;2015;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,00;
457041;Z45-7041;WLU667;BUS (80);URBANO;EURO V;BLUEBIRD;ELEVADOR;ESTE ES MI BUS TINTAL ZONA FRANCA;2015;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;7,13;
457042;Z45-7042;WLU699;BUS (80);URBANO;EURO V;BLUEBIRD;ELEVADOR;ESTE ES MI BUS TINTAL ZONA FRANCA;2015;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;5,94;
457043;Z45-7043;WLU704;BUS (80);URBANO;EURO V;BLUEBIRD;ELEVADOR;ESTE ES MI BUS TINTAL ZONA FRANCA;2015;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;5,91;
457044;Z45-7044;WLU668;BUS (80);URBANO;EURO V;BLUEBIRD;ELEVADOR;ESTE ES MI BUS TINTAL ZONA FRANCA;2015;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,51;
457045;Z45-7045;WLU687;BUS (80);URBANO;EURO V;BLUEBIRD;ELEVADOR;ESTE ES MI BUS TINTAL ZONA FRANCA;2015;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,99;
457046;Z45-7046;WLU700;BUS (80);URBANO;EURO V;BLUEBIRD;ELEVADOR;ESTE ES MI BUS TINTAL ZONA FRANCA;2015;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,22;
457047;Z45-7047;WLU683;BUS (80);URBANO;EURO V;BLUEBIRD;ELEVADOR;ESTE ES MI BUS TINTAL ZONA FRANCA;2015;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;5,96;
457048;Z45-7048;WLU685;BUS (80);URBANO;EURO V;BLUEBIRD;ELEVADOR;ESTE ES MI BUS TINTAL ZONA FRANCA;2015;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;7,19;
457049;Z45-7049;WLU681;BUS (80);URBANO;EURO V;BLUEBIRD;ELEVADOR;ESTE ES MI BUS TINTAL ZONA FRANCA;2015;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,94;
457050;Z45-7050;WLU702;BUS (80);URBANO;EURO V;BLUEBIRD;ELEVADOR;ESTE ES MI BUS TINTAL ZONA FRANCA;2015;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,37;
457051;Z45-7051;WLU690;BUS (80);URBANO;EURO V;BLUEBIRD;ELEVADOR;ESTE ES MI BUS TINTAL ZONA FRANCA;2015;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,06;
457052;Z45-7052;WLU675;BUS (80);URBANO;EURO V;BLUEBIRD;ELEVADOR;ESTE ES MI BUS TINTAL ZONA FRANCA;2015;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,27;
457053;Z45-7053;WLU684;BUS (80);URBANO;EURO V;BLUEBIRD;ELEVADOR;ESTE ES MI BUS TINTAL ZONA FRANCA;2015;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,27;
457054;Z45-7054;WLU679;BUS (80);URBANO;EURO V;BLUEBIRD;ELEVADOR;ESTE ES MI BUS TINTAL ZONA FRANCA;2015;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;5,84;
457055;Z45-7055;WLU686;BUS (80);URBANO;EURO V;BLUEBIRD;ELEVADOR;ESTE ES MI BUS TINTAL ZONA FRANCA;2015;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,33;
457056;Z45-7056;WLU676;BUS (80);URBANO;EURO V;BLUEBIRD;ELEVADOR;ESTE ES MI BUS TINTAL ZONA FRANCA;2015;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,60;
457057;Z45-7057;WLU701;BUS (80);URBANO;EURO V;BLUEBIRD;ELEVADOR;ESTE ES MI BUS TINTAL ZONA FRANCA;2015;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,92;
457058;Z45-7058;WLU673;BUS (80);URBANO;EURO V;BLUEBIRD;ELEVADOR;ESTE ES MI BUS TINTAL ZONA FRANCA;2015;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,61;
457059;Z45-7059;WLU669;BUS (80);URBANO;EURO V;BLUEBIRD;ELEVADOR;ESTE ES MI BUS TINTAL ZONA FRANCA;2015;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,19;
457060;Z45-7060;WLU705;BUS (80);URBANO;EURO V;BLUEBIRD;ELEVADOR;ESTE ES MI BUS TINTAL ZONA FRANCA;2015;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,62;
457061;Z45-7061;WLU678;BUS (80);URBANO;EURO V;BLUEBIRD;ELEVADOR;ESTE ES MI BUS TINTAL ZONA FRANCA;2015;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,77;
457062;Z45-7062;WLU671;BUS (80);URBANO;EURO V;BLUEBIRD;ELEVADOR;ESTE ES MI BUS TINTAL ZONA FRANCA;2015;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,19;
457063;Z45-7063;WLU689;BUS (80);URBANO;EURO V;BLUEBIRD;ELEVADOR;ESTE ES MI BUS TINTAL ZONA FRANCA;2015;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,91;
457064;Z45-7064;WLU666;BUS (80);URBANO;EURO V;BLUEBIRD;ELEVADOR;ESTE ES MI BUS TINTAL ZONA FRANCA;2015;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;5,94;
457065;Z45-7065;WLU691;BUS (80);URBANO;EURO V;BLUEBIRD;ELEVADOR;ESTE ES MI BUS TINTAL ZONA FRANCA;2015;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;5,85;
457066;Z45-7066;WLU680;BUS (80);URBANO;EURO V;BLUEBIRD;ELEVADOR;ESTE ES MI BUS TINTAL ZONA FRANCA;2015;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;5,81;
457067;Z45-7067;WLU696;BUS (80);URBANO;EURO V;BLUEBIRD;ELEVADOR;ESTE ES MI BUS TINTAL ZONA FRANCA;2015;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;5,93;
457068;Z45-7068;WLU664;BUS (80);URBANO;EURO V;BLUEBIRD;ELEVADOR;ESTE ES MI BUS TINTAL ZONA FRANCA;2015;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,41;
457069;Z45-7069;WLU703;BUS (80);URBANO;EURO V;BLUEBIRD;ELEVADOR;ESTE ES MI BUS TINTAL ZONA FRANCA;2015;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;6,78;
457070;Z45-7070;WLU674;BUS (80);URBANO;EURO V;BLUEBIRD;ELEVADOR;ESTE ES MI BUS TINTAL ZONA FRANCA;2015;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;7,14;
457071;Z45-7071;JTN945;BUS (80);URBANO;EURO V;VOLVO;ELEVADOR;ESTE ES MI BUS TINTAL ZONA FRANCA;2020;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;7,95;
457072;Z45-7072;JTN951;BUS (80);URBANO;EURO V;VOLVO;ENTRADA BAJA;ESTE ES MI BUS TINTAL ZONA FRANCA;2020;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;8,88;
457073;Z45-7073;JTP122;BUS (80);URBANO;EURO V;VOLVO;ENTRADA BAJA;ESTE ES MI BUS TINTAL ZONA FRANCA;2020;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;8,36;
457074;Z45-7074;JTN948;BUS (80);URBANO;EURO V;VOLVO;ENTRADA BAJA;ESTE ES MI BUS TINTAL ZONA FRANCA;2020;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;8,55;
457075;Z45-7075;JTP124;BUS (80);URBANO;EURO V;VOLVO;ENTRADA BAJA;ESTE ES MI BUS TINTAL ZONA FRANCA;2020;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;9,08;
457076;Z45-7076;JTP323;BUS (80);URBANO;EURO V;VOLVO;ENTRADA BAJA;ESTE ES MI BUS TINTAL ZONA FRANCA;2021;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;9,47;
457077;Z45-7077;JTP334;BUS (80);URBANO;EURO V;VOLVO;ENTRADA BAJA;ESTE ES MI BUS TINTAL ZONA FRANCA;2021;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;8,59;
457078;Z45-7078;JTP333;BUS (80);URBANO;EURO V;VOLVO;ENTRADA BAJA;ESTE ES MI BUS TINTAL ZONA FRANCA;2021;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;8,47;
457079;Z45-7079;JTP320;BUS (80);URBANO;EURO V;VOLVO;ENTRADA BAJA;ESTE ES MI BUS TINTAL ZONA FRANCA;2021;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;9,51;
457080;Z45-7080;JTP330;BUS (80);URBANO;EURO V;VOLVO;ENTRADA BAJA;ESTE ES MI BUS TINTAL ZONA FRANCA;2021;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;9,11;
457081;Z45-7081;JTP316;BUS (80);URBANO;EURO V;VOLVO;ENTRADA BAJA;ESTE ES MI BUS TINTAL ZONA FRANCA;2021;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;8,74;
457082;Z45-7082;JTP321;BUS (80);URBANO;EURO V;VOLVO;ENTRADA BAJA;ESTE ES MI BUS TINTAL ZONA FRANCA;2021;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;8,78;
457083;Z45-7083;JTP328;BUS (80);URBANO;EURO V;VOLVO;ENTRADA BAJA;ESTE ES MI BUS TINTAL ZONA FRANCA;2021;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;9,42;
457084;Z45-7084;JTP581;BUS (80);URBANO;EURO V;VOLVO;ENTRADA BAJA;ESTE ES MI BUS TINTAL ZONA FRANCA;2021;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;9,61;
457085;Z45-7085;JTP580;BUS (80);URBANO;EURO V;VOLVO;ENTRADA BAJA;ESTE ES MI BUS TINTAL ZONA FRANCA;2021;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;8,79;
457086;Z45-7086;JTP579;BUS (80);URBANO;EURO V;VOLVO;ENTRADA BAJA;ESTE ES MI BUS TINTAL ZONA FRANCA;2021;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;9,43;
457087;Z45-7087;JTP578;BUS (80);URBANO;EURO V;VOLVO;ENTRADA BAJA;ESTE ES MI BUS TINTAL ZONA FRANCA;2021;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;8,39;
457088;Z45-7088;JTQ854;BUS (80);URBANO;EURO V;VOLVO;ENTRADA BAJA;ESTE ES MI BUS TINTAL ZONA FRANCA;2021;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;8,19;
457089;Z45-7089;JTQ789;BUS (80);URBANO;EURO V;VOLVO;ENTRADA BAJA;ESTE ES MI BUS TINTAL ZONA FRANCA;2021;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;9,31;
457090;Z45-7090;JTQ855;BUS (80);URBANO;EURO V;VOLVO;ENTRADA BAJA;ESTE ES MI BUS TINTAL ZONA FRANCA;2021;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;8,87;
457091;Z45-7091;JTQ856;BUS (80);URBANO;EURO V;VOLVO;ENTRADA BAJA;ESTE ES MI BUS TINTAL ZONA FRANCA;2021;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;9,42;
457092;Z45-7092;JTQ848;BUS (80);URBANO;EURO V;VOLVO;ENTRADA BAJA;ESTE ES MI BUS TINTAL ZONA FRANCA;2021;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;8,78;
457093;Z45-7093;JTQ857;BUS (80);URBANO;EURO V;VOLVO;ENTRADA BAJA;ESTE ES MI BUS TINTAL ZONA FRANCA;2021;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;9,28;
457094;Z45-7094;JTQ851;BUS (80);URBANO;EURO V;VOLVO;ENTRADA BAJA;ESTE ES MI BUS TINTAL ZONA FRANCA;2021;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;9,20;
457095;Z45-7095;JTQ846;BUS (80);URBANO;EURO V;VOLVO;ENTRADA BAJA;ESTE ES MI BUS TINTAL ZONA FRANCA;2021;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;9,16;
457096;Z45-7096;JTQ847;BUS (80);URBANO;EURO V;VOLVO;ENTRADA BAJA;ESTE ES MI BUS TINTAL ZONA FRANCA;2021;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;8,25;
457097;Z45-7097;JTQ845;BUS (80);URBANO;EURO V;VOLVO;ENTRADA BAJA;ESTE ES MI BUS TINTAL ZONA FRANCA;2021;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;8,98;
472000;Z47-2000;VFA867;BUS (40);COMPLEMENTARIO;EURO IV;CHEVROLET;ENTRADA BAJA;ESTE ES MI BUS TINTAL ZONA FRANCA;2010;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;5,30;
474002;Z47-4002;VFD780;BUS (50);COMPLEMENTARIO;EURO IV;CHEVROLET;NO;ESTE ES MI BUS TINTAL ZONA FRANCA;2010;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;4,96;
474003;Z47-4003;VFA837;BUS (50);COMPLEMENTARIO;EURO IV;CHEVROLET;NO;ESTE ES MI BUS TINTAL ZONA FRANCA;2010;Tintal Zona Franca;TINTAL ZONA FRANCA ZN;3,87;
500001;Z50-0001;SMX680;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2010;Engativá;ENGATIVA ZN;5,07;
500002;Z50-0002;SMS867;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2010;Engativá;ENGATIVA ZN;4,94;
500003;Z50-0003;VEU618;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2009;Engativá;ENGATIVA ZN;4,94;
500004;Z50-0004;VEY922;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2010;Engativá;ENGATIVA ZN;4,15;
500006;Z50-0006;VFE576;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2010;Engativá;ENGATIVA ZN;4,52;
500007;Z50-0007;VFC863;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2010;Engativá;ENGATIVA ZN;5,33;
500008;Z50-0008;VEW127;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2009;Engativá;ENGATIVA ZN;3,73;
500009;Z50-0009;VFC482;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2010;Engativá;ENGATIVA ZN;5,20;
500010;Z50-0010;VFC481;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2010;Engativá;ENGATIVA ZN;4,80;
500011;Z50-0011;VEV361;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2009;Engativá;ENGATIVA ZN;3,67;
500012;Z50-0012;VEV928;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2009;Engativá;ENGATIVA ZN;4,37;
500013;Z50-0013;VFB184;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2010;Engativá;ENGATIVA ZN;4,25;
500014;Z50-0014;VEU923;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2009;Engativá;ENGATIVA ZN;3,71;
500015;Z50-0015;VEY631;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2009;Engativá;ENGATIVA ZN;3,48;
500016;Z50-0016;VFC864;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2010;Engativá;ENGATIVA ZN;3,92;
500017;Z50-0017;VEW844;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2009;Engativá;ENGATIVA ZN;3,72;
500018;Z50-0018;VEU507;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2009;Engativá;ENGATIVA ZN;4,51;
500019;Z50-0019;VEW467;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2009;Engativá;ENGATIVA ZN;3,74;
500020;Z50-0020;VEW820;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2009;Engativá;ENGATIVA ZN;4,75;
500021;Z50-0021;VER251;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2008;Engativá;ENGATIVA ZN;4,19;
500022;Z50-0022;VEU572;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2009;Engativá;ENGATIVA ZN;4,93;
500023;Z50-0023;VEW067;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2009;Engativá;ENGATIVA ZN;4,40;
500024;Z50-0024;VFD339;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2010;Engativá;ENGATIVA ZN;4,13;
500025;Z50-0025;VEU871;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2009;Engativá;ENGATIVA ZN;3,66;
500026;Z50-0026;VEX221;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2009;Engativá;ENGATIVA ZN;4,54;
500027;Z50-0027;VEY628;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2009;Engativá;ENGATIVA ZN;4,56;
500028;Z50-0028;VEL318;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2008;Engativá;ENGATIVA ZN;4,03;
500029;Z50-0029;VEQ493;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2008;Engativá;ENGATIVA ZN;4,46;
500031;Z50-0031;VEO935;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2008;Engativá;ENGATIVA ZN;4,34;
500032;Z50-0032;VEY798;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2009;Engativá;ENGATIVA ZN;4,09;
500033;Z50-0033;VFB191;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2010;Engativá;ENGATIVA ZN;5,11;
500034;Z50-0034;VEU992;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2009;Engativá;ENGATIVA ZN;3,89;
500035;Z50-0035;VFB487;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2010;Engativá;ENGATIVA ZN;4,70;
500036;Z50-0036;VFB985;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2010;Engativá;ENGATIVA ZN;4,14;
500037;Z50-0037;VEV731;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2009;Engativá;ENGATIVA ZN;3,68;
500038;Z50-0038;VES443;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2009;Engativá;ENGATIVA ZN;4,42;
500040;Z50-0040;VES252;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2009;Engativá;ENGATIVA ZN;3,62;
500044;Z50-0044;VEP735;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2007;Engativá;ENGATIVA ZN;2,84;
500045;Z50-0045;VEQ305;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2007;Engativá;ENGATIVA ZN;3,09;
500047;Z50-0047;VEC229;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2008;Engativá;ENGATIVA ZN;3,44;
500048;Z50-0048;VEN859;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2008;Engativá;ENGATIVA ZN;3,62;
500051;Z50-0051;VEX252;BUS (19);URBANO;EURO IV;CHEVROLET;NO;GMOVIL ENGATIVA;2009;Engativá;ENGATIVA ZN;4,48;
